iter	Logloss
243	0.008433859291
244	0.008416972442
245	0.008402948254
246	0.008391206364
247	0.008375803711
248	0.008361956331
249	0.008360238044
250	0.008350033048
251	0.008333892726
252	0.008322723094
253	0.008310433115
254	0.008305545599
255	0.008293565961
256	0.008275518463
257	0.008252156089
258	0.008247322715
259	0.008239175359
260	0.008231240088
261	0.008215096059
262	0.008201735819
263	0.008190504385
264	0.008179673737
265	0.008171439289
266	0.008150500618
267	0.008135634748
268	0.008113635642
269	0.00811363741
270	0.008095384731
271	0.008095357086
272	0.008079519752
273	0.008067993085
274	0.008051033631
275	0.008033349906
276	0.008024534628
277	0.008017827663
278	0.008000448183
279	0.007994245735
280	0.007985725823
281	0.007973796934
282	0.007966611346
283	0.007960153548
284	0.007953141663
285	0.007940167067
286	0.007938448402
287	0.00792819424
288	0.007919824062
289	0.007902456759
290	0.007885320505
291	0.007876157511
292	0.007870120848
293	0.007866676599
294	0.007860035313
295	0.007847385162
296	0.007844674748
297	0.007839454014
298	0.007834409954
299	0.007813848133
300	0.007803127955
301	0.0077901899
302	0.007787252909
303	0.007772050419
304	0.007757609664
305	0.007746151109
306	0.007731590183
307	0.007723754141
308	0.007719098003
309	0.007717910113
310	0.007717910113
311	0.007712116583
312	0.007710411119
313	0.007702262261
314	0.007691412231
315	0.007679322022
316	0.0076684666
317	0.00765140862
318	0.007641545596
319	0.007628186433
320	0.007616323854
321	0.007605875895
322	0.007604889222
323	0.007586781123
324	0.00757440927
325	0.007563684665
326	0.007551384309
327	0.007536058989
328	0.007525703964
329	0.007514706108
330	0.007498606325
331	0.007488484251
332	0.007480463021
333	0.007458177922
334	0.007455455762
335	0.007444561307
336	0.007434689497
337	0.007427269765
338	0.007421529207
339	0.007418532963
340	0.007413893567
341	0.007408692987
342	0.007407702914
343	0.007401097042
344	0.007397629051
345	0.007386303866
346	0.00738283672
347	0.007379650848
348	0.007370873261
349	0.007359960548
350	0.007357701856
351	0.007352272134
352	0.007347318288
353	0.007344141906
354	0.007340958573
355	0.007323806105
356	0.007320813077
357	0.007306186692
358	0.007302102796
359	0.007292233133
360	0.007278380104
361	0.007275834726
362	0.007266018947
363	0.007256760435
364	0.007256757026
365	0.007239355999
366	0.007238635435
367	0.007226006295
368	0.007213708266
369	0.007213025197
370	0.007193512086
371	0.007180372563
372	0.00716796598
373	0.007167309926
374	0.007162842282
375	0.007147088183
376	0.007147091719
377	0.007138048475
378	0.007138048475
379	0.00713259728
380	0.007121714895
381	0.007103593052
382	0.007103593179
383	0.007101247811
384	0.007100508944
385	0.007092092246
386	0.007091384056
387	0.007087641885
388	0.007069151645
389	0.007060266107
390	0.007051609437
391	0.007041821552
392	0.007029069162
393	0.007022079648
394	0.007004136547
395	0.006995370076
396	0.006987800007
397	0.006983183521
398	0.006978311836
399	0.006969237539
400	0.006960712418
401	0.006948870272
402	0.006944068683
403	0.006941456706
404	0.00693099859
405	0.006919840554
406	0.006909004019
407	0.006901401514
408	0.006892902584
409	0.006892902584
410	0.006890217949
411	0.006879450261
412	0.006865062351
413	0.006852431435
414	0.006836467178
415	0.006835690315
416	0.006826626607
417	0.006821632162
418	0.006808555122
419	0.006800080459
420	0.006794501718
421	0.00678527695
422	0.006779275262
423	0.006775798999
424	0.006763746873
425	0.006763741951
426	0.006763002579
427	0.006751768486
428	0.006746585701
429	0.006746583807
430	0.006745906036
431	0.006745909318
432	0.006745909318
433	0.006745906793
434	0.006745906415
435	0.006745904142
436	0.006745901365
437	0.006745899219
438	0.006745900734
439	0.006745900734
440	0.006745893791
441	0.006745897073
442	0.006745897073
443	0.006745896694
444	0.006745895053
445	0.006745894043
446	0.006745894675
447	0.006745888868
448	0.006745885459
449	0.006745885459
450	0.006745882303
451	0.006745263743
452	0.006733278472
453	0.006727490993
454	0.006720051576
455	0.006720051576
456	0.006720046274
457	0.006720046274
458	0.006720046653
459	0.006720042359
460	0.006720042359
461	0.006720042359
462	0.006720042359
463	0.006720042359
464	0.006720042359
465	0.006720042359
466	0.006720047661
467	0.006720044379
468	0.006720044379
469	0.006720044253
470	0.006720044253
471	0.006720044253
472	0.006720039708
473	0.006720040466
474	0.006720038825
475	0.006720039582
476	0.006720039582
477	0.00672003933
478	0.00672003933
479	0.00672003933
480	0.00672003933
481	0.00672003933
482	0.00672003933
483	0.00672003933
484	0.00672003933
485	0.00672003933
486	0.006720037184
487	0.006720036426
488	0.006720036426
489	0.006720031882
490	0.006720031882
491	0.006720031882
492	0.006720031755
493	0.00672002898
494	0.00672002898
495	0.00672002898
496	0.00672002898
497	0.006720028853
498	0.006720020395
499	0.006720020395
